,YEAR,WEEK,RANK,PLAYER,ATT,RUSH YDS,Y/A,LG,20+,RUSH TD,REC,TGT,REC YDS,Y/R,REC TD,FL,G,Zero PPR,Half PPR,One PPR,Unnamed: 20
2125,2020,13,6,Ty Johnson (NYJ) ,22,104,4.7,16,0,1,2,2,13,6.5,0,0,1,17.7,18.7,19.7,0
1047,2021,11,4,Nick Chubb (CLE) ,22,126,5.9,15,0,0,2,2,14,7,1,0,1,20.4,21.4,22.4,0
53,2022,8,11,Aaron Jones (GB) ,20,113,7.2,32,2,0,4,5,14,3.5,0,0,1,15.7,17.7,19.7,0
201,2022,5,11,Rhamondre Stevenson (NE) ,25,95,6.4,49,4,0,2,2,14,7,0,0,1,17.5,18.5,19.5,0
421,2022,1,2,Jonathan Taylor (IND) ,31,95,5.2,17,0,1,4,7,14,3.5,0,0,1,23.5,25.5,27.5,0
597,2021,2,69,Jerick McKinnon (KC) ,0,0,0,0,0,0,1,1,14,14,0,0,1,1.4,1.9,2.4,0
1524,2020,1,70,Wayne Gallman Jr. (KC) ,0,0,0,0,0,0,1,1,14,14,0,0,1,1.4,1.9,2.4,0
1203,2021,13,56,Ty Johnson (NYJ) ,1,1,1,1,0,0,2,4,14,7,0,0,1,1.5,2.5,3.5,0
2280,2020,15,65,Alexander Mattison (MIN) ,1,1,1,1,0,0,1,1,14,14,0,0,1,1.5,2,2.5,0
1406,2021,17,60,Nyheim Hines (BUF) ,2,4,2,3,0,0,4,4,14,3.5,0,0,1,1.8,3.8,5.8,0
33,2022,9,46,Clyde Edwards-Helaire (KC) ,4,5,1.3,3,0,0,1,2,14,14,0,0,1,1.9,2.4,2.9,0
1521,2020,1,66,Leonard Fournette (TB) ,5,5,1,6,0,0,1,1,14,14,0,0,1,1.9,2.4,2.9,0
83,2022,8,56,J.D. McKissic (WAS) ,2,6,3,4,0,0,3,5,14,4.7,0,0,1,2,3.5,5,0
277,2022,4,31,Chase Edmonds (DEN) ,5,6,1.2,4,0,0,2,3,14,7,1,0,1,8,9,10,0
527,2021,1,59,Michael Carter (NYJ) ,4,6,1.5,2,0,0,1,2,14,14,0,0,1,2,2.5,3,0
2278,2020,15,60,Jamaal Williams (DET) ,1,6,6,6,0,0,2,2,14,7,0,0,1,2,3,4,0
830,2021,6,69,David Johnson (FA) ,2,7,3.5,6,0,0,1,2,14,14,0,1,1,0.1,0.6,1.1,0
1355,2021,16,57,Joshua Kelley (LAC) ,5,7,1.4,5,0,0,1,1,14,14,0,0,1,2.1,2.6,3.1,0
471,2022,1,59,Tony Pollard (DAL) ,6,8,1.3,9,0,0,2,2,14,7,0,0,1,2.2,3.2,4.2,0
2388,2020,17,53,Leonard Fournette (TB) ,5,13,2.6,6,0,0,2,2,14,7,0,0,1,2.7,3.7,4.7,0
292,2022,4,52,Michael Carter (NYJ) ,9,15,1.7,5,0,0,2,3,14,7,0,0,1,2.9,3.9,4.9,0
81,2022,8,50,Darrell Henderson Jr. (LAR) ,4,16,4,6,0,0,2,2,14,7,0,0,1,3,4,5,0
1402,2021,17,48,Ezekiel Elliott (DAL) ,9,16,1.8,6,0,0,1,2,14,14,0,0,1,3,3.5,4,0
1853,2020,7,45,Josh Jacobs (LV) ,10,17,1.7,5,0,0,3,4,14,4.7,0,0,1,3.1,4.6,6.1,0
1902,2020,8,50,Latavius Murray (DEN) ,8,17,2.1,4,0,0,3,3,14,4.7,0,0,1,3.1,4.6,6.1,0
850,2021,7,23,Melvin Gordon III (DEN) ,8,18,2.3,5,0,0,2,3,14,7,1,0,1,9.2,10.2,11.2,0
129,2022,7,43,Matt Breida (NYG) ,4,19,4.8,6,0,0,1,1,14,14,0,0,1,3.3,3.8,4.3,0
348,2022,3,50,Kenneth Walker III (SEA) ,3,19,6.3,21,1,0,3,3,14,4.7,0,0,1,3.3,4.8,6.3,0
1794,2020,6,40,Damien Harris (NE) ,6,19,3.2,6,0,0,1,1,14,14,0,0,1,3.3,3.8,4.3,0
466,2022,1,54,Joshua Kelley (LAC) ,4,21,5.3,12,0,0,2,2,14,7,0,0,1,3.5,4.5,5.5,0
746,2021,5,31,Giovani Bernard (TB) ,4,21,5.3,17,0,0,2,2,14,7,1,0,1,9.5,10.5,11.5,0
2213,2020,14,47,Le'Veon Bell (FA) ,2,21,10.5,13,0,0,2,3,14,7,0,0,1,3.5,4.5,5.5,0
1140,2021,12,44,Najee Harris (PIT) ,8,23,2.9,5,0,0,3,5,14,4.7,0,0,1,3.7,5.2,6.7,0
346,2022,3,46,Joe Mixon (CIN) ,12,24,2,9,0,0,3,7,14,4.7,0,0,1,3.8,5.3,6.8,0
1025,2021,10,41,Cordarrelle Patterson (ATL) ,4,25,6.3,14,0,0,1,2,14,14,0,0,1,3.9,4.4,4.9,0
2272,2020,15,46,Kenyan Drake (BAL) ,10,26,2.6,8,0,0,2,2,14,7,0,0,1,4,5,6,0
172,2022,6,36,Sony Michel (LAC) ,8,28,3.5,7,0,0,3,3,14,4.7,0,0,1,4.2,5.7,7.2,0
1942,2020,9,38,Adrian Peterson (FA) ,8,29,3.6,8,0,0,3,5,14,4.7,0,0,1,4.3,5.8,7.3,0
2099,2020,12,41,Chase Edmonds (DEN) ,6,29,4.8,9,0,0,4,5,14,3.5,0,0,1,4.3,6.3,8.3,0
1022,2021,10,38,Myles Gaskin (MIA) ,14,31,2.2,11,0,0,1,2,14,14,0,0,1,4.5,5,5.5,0
224,2022,5,41,Phillip Lindsay (IND) ,11,40,3.6,15,0,0,3,4,14,4.7,0,0,1,5.4,6.9,8.4,0
913,2021,8,40,Sony Michel (LAC) ,9,42,4.7,14,0,0,2,2,14,7,0,0,1,5.6,6.6,7.6,0
512,2021,1,38,Carlos Hyde (FA) ,9,44,4.9,13,0,0,2,2,14,7,0,0,1,5.8,6.8,7.8,0
318,2022,3,14,Samaje Perine (CIN) ,9,47,5.2,7,0,0,2,2,14,7,1,0,1,12.1,13.1,14.1,0
335,2022,3,32,Kareem Hunt (CLE) ,12,47,3.9,11,0,0,3,4,14,4.7,0,0,1,6.1,7.6,9.1,0
451,2022,1,38,Devin Singletary (BUF) ,8,48,6,13,0,0,2,2,14,7,0,0,1,6.2,7.2,8.2,0
284,2022,4,40,Antonio Gibson (WAS) ,13,49,3.8,11,0,0,3,3,14,4.7,0,0,1,6.3,7.8,9.3,0
161,2022,6,23,Nick Chubb (CLE) ,12,56,4.7,18,0,0,1,2,14,14,0,0,1,7,7.5,8,0
689,2021,4,35,Chuba Hubbard (CAR) ,13,57,4.4,14,0,0,2,2,14,7,0,0,1,7.1,8.1,9.1,0
455,2022,1,42,Melvin Gordon III (DEN) ,12,58,4.8,13,0,0,2,2,14,7,0,1,1,5.2,6.2,7.2,0
2248,2020,15,18,Le'Veon Bell (FA) ,15,62,4.1,12,0,1,1,1,14,14,0,0,1,13.6,14.1,14.6,0
367,2022,2,6,James Robinson (NYJ) ,23,64,2.8,37,2,1,2,2,14,7,0,0,1,13.8,14.8,15.8,0
993,2021,10,4,Antonio Gibson (WAS) ,24,64,2.7,15,0,2,2,2,14,7,0,0,1,19.8,20.8,21.8,0
2373,2020,17,32,Boston Scott (PHI) ,15,65,4.3,20,1,0,2,5,14,7,0,0,1,7.9,8.9,9.9,0
1547,2020,2,18,Melvin Gordon III (DEN) ,19,70,3.7,17,0,0,2,3,14,7,1,0,1,14.4,15.4,16.4,0
613,2021,3,12,Aaron Jones (GB) ,19,82,4.3,12,0,1,2,2,14,7,0,0,1,15.6,16.6,17.6,0
1112,2021,12,12,Jonathan Taylor (IND) ,16,83,5.2,15,0,1,4,5,14,3.5,0,0,1,15.7,17.7,19.7,0
2236,2020,15,6,Giovani Bernard (TB) ,25,83,3.3,11,0,1,1,1,14,14,1,0,1,21.7,22.2,22.7,0
1707,2020,5,1,Ezekiel Elliott (DAL) ,19,91,4.8,12,0,2,1,2,14,14,0,0,1,22.5,23,23.5,0
2314,2020,16,24,Aaron Jones (GB) ,10,94,9.4,59,4,0,2,3,14,7,0,0,1,10.8,11.8,12.8,0
203,2022,5,13,Dameon Pierce (HOU) ,26,99,3.8,20,1,1,3,5,14,4.7,0,0,1,17.3,18.8,20.3,0
991,2021,10,2,Rhamondre Stevenson (NE) ,20,100,5,18,0,2,4,5,14,3.5,0,0,1,23.4,25.4,27.4,0
368,2022,2,7,David Montgomery (CHI) ,15,122,8.1,28,1,0,2,2,14,7,0,0,1,13.6,14.6,15.6,0
1262,2021,15,7,Miles Sanders (PHI) ,18,125,7.3,38,2,0,2,2,15,7.5,0,0,1,14.6,15.6,16.6,0
2177,2020,14,2,Jonathan Taylor (IND) ,20,106,7.5,62,4,2,2,2,15,7.5,0,0,1,28.5,29.5,30.5,0
1363,2021,17,1,Rashaad Penny (SEA) ,25,86,6.8,37,4,2,2,3,15,7.5,0,0,1,30.5,31.5,32.5,0
2281,2020,15,67,Todd Gurley II (FA) ,1,1,-1,0,0,0,2,2,15,7.5,0,0,1,1.4,2.4,3.4,0
278,2022,4,32,Alexander Mattison (MIN) ,3,3,1,2,0,0,1,1,15,15,1,0,1,7.8,8.3,8.8,0
1743,2020,5,40,Darrel Williams (ARI) ,1,4,4,4,0,0,1,5,15,15,0,0,1,1.9,2.4,2.9,2
1148,2021,12,59,Joshua Kelley (LAC) ,1,5,5,5,0,0,2,3,15,7.5,0,0,1,2,3,4,0
705,2021,4,57,Samaje Perine (CIN) ,3,7,2.3,4,0,0,1,1,15,15,0,0,1,2.2,2.7,3.2,0
1493,2020,1,30,D'Andre Swift (DET) ,3,8,2.7,6,0,1,3,5,15,5,0,0,1,8.3,9.8,11.3,0
2230,2020,14,80,Giovani Bernard (TB) ,3,8,2.7,4,0,0,3,3,15,5,0,1,1,0.3,1.8,3.3,0
30,2022,9,42,Eno Benjamin (ARI) ,4,12,3,5,0,0,1,1,15,15,0,0,1,2.7,3.2,3.7,0
1032,2021,10,48,Kenyan Drake (BAL) ,4,16,4,12,0,0,2,3,15,7.5,0,0,1,3.1,4.1,5.1,0
759,2021,5,46,Ronald Jones II (KC) ,5,21,4.2,5,0,0,1,1,15,15,0,0,1,3.6,4.1,4.6,0
816,2021,6,43,Salvon Ahmed (MIA) ,7,22,3.1,5,0,0,1,2,15,15,0,0,1,3.7,4.2,4.7,0
1577,2020,2,57,Carlos Hyde (FA) ,5,22,4.4,9,0,0,2,2,15,7.5,0,0,1,3.7,4.7,5.7,0
641,2021,3,45,J.D. McKissic (WAS) ,3,23,7.7,11,0,0,2,2,15,7.5,0,0,1,3.8,4.8,5.8,0
815,2021,6,42,Zack Moss (IND) ,8,24,3,7,0,0,2,4,15,7.5,0,0,1,3.9,4.9,5.9,0
1078,2021,11,38,D'Onta Foreman (CAR) ,7,25,3.6,9,0,0,1,1,15,15,0,0,1,4,4.5,5,0
1773,2020,6,14,Darrel Williams (ARI) ,6,26,4.3,13,0,1,1,1,15,15,0,0,1,10.1,10.6,11.1,0
2154,2020,13,40,Chase Edmonds (DEN) ,6,28,4.7,13,0,0,2,5,15,7.5,0,0,1,4.3,5.3,6.3,0
1193,2021,13,38,Rex Burkhead (HOU) ,8,30,3.8,7,0,0,1,2,15,15,0,0,1,4.5,5,5.5,0
342,2022,3,40,D'Andre Swift (DET) ,7,31,4.4,9,0,0,3,4,15,5,0,0,1,4.6,6.1,7.6,0
461,2022,1,48,Kenyan Drake (BAL) ,11,31,2.8,8,0,0,1,1,15,15,0,0,1,4.6,5.1,5.6,0
2381,2020,17,44,Kenyan Drake (BAL) ,10,36,3.6,12,0,0,3,3,15,5,0,0,1,5.1,6.6,8.1,0
78,2022,8,43,Damien Harris (NE) ,11,37,3.4,11,0,0,2,2,15,7.5,0,0,1,5.2,6.2,7.2,0
811,2021,6,37,Phillip Lindsay (IND) ,7,39,5.6,35,2,0,2,2,15,7.5,0,0,1,5.4,6.4,7.4,0
1739,2020,5,35,Brian Hill (FA) ,6,39,6.5,11,0,0,2,2,15,7.5,0,0,1,5.4,6.4,7.4,0
2149,2020,13,35,Le'Veon Bell (FA) ,11,40,3.6,16,0,0,2,3,15,7.5,0,0,1,5.5,6.5,7.5,0
995,2021,10,6,Ezekiel Elliott (DAL) ,14,41,2.9,9,0,2,3,3,15,5,0,1,1,15.6,17.1,18.6,2.2
1343,2021,16,37,AJ Dillon (GB) ,9,41,4.6,8,0,0,3,3,15,5,0,0,1,5.6,7.1,8.6,0
1381,2021,17,22,Mike Davis (BAL) ,8,42,5.3,13,0,1,1,2,15,15,0,0,1,11.7,12.2,12.7,0
1006,2021,10,17,Austin Ekeler (LAC) ,11,44,4,9,0,0,3,6,15,5,1,0,1,11.9,13.4,14.9,0
1231,2021,14,25,Ezekiel Elliott (DAL) ,12,45,3.8,7,0,0,1,6,15,15,0,0,1,6,6.5,7,2
889,2021,8,11,Melvin Gordon III (DEN) ,10,47,4.7,11,0,1,3,3,15,5,1,1,1,16.2,17.7,19.2,0
1223,2021,14,14,D'Onta Foreman (CAR) ,13,47,3.6,8,0,1,2,2,15,7.5,0,0,1,12.2,13.2,14.2,0
844,2021,7,16,Devontae Booker (FA) ,14,51,3.6,19,0,1,2,3,15,7.5,0,0,1,12.6,13.6,14.6,0
806,2021,6,31,Javonte Williams (DEN) ,11,53,4.8,30,2,0,3,3,15,5,0,0,1,6.8,8.3,9.8,0
1766,2020,6,7,Joe Mixon (CIN) ,18,54,3,9,0,1,2,3,15,7.5,0,0,1,12.9,13.9,14.9,0
893,2021,8,15,Alvin Kamara (NO) ,19,61,3.2,15,0,1,3,4,15,5,0,0,1,13.6,15.1,16.6,0
2020,2020,11,9,Mike Davis (BAL) ,19,64,3.4,9,0,1,2,2,15,7.5,0,0,1,13.9,14.9,15.9,0
120,2022,7,30,Najee Harris (PIT) ,17,65,3.8,16,0,0,3,4,15,5,0,0,1,8,9.5,11,0
2043,2020,11,35,Miles Sanders (PHI) ,16,66,4.1,11,0,0,3,5,15,5,0,1,1,6.1,7.6,9.1,0
2240,2020,15,10,D'Andre Swift (DET) ,15,67,4.5,11,0,2,4,5,15,3.8,0,1,1,18.2,20.2,22.2,0
1434,2021,18,28,D'Onta Foreman (CAR) ,21,69,3.3,16,0,0,1,2,15,15,0,0,1,8.4,8.9,9.4,0
2017,2020,11,6,J.K. Dobbins (BAL) ,15,70,4.7,11,0,1,2,2,15,7.5,0,0,1,14.5,15.5,16.5,2
143,2022,6,1,Rhamondre Stevenson (NE) ,19,76,4,31,2,2,4,5,15,3.8,0,0,1,21.1,23.1,25.1,0
2071,2020,12,6,Kenyan Drake (BAL) ,22,78,3.5,14,0,2,3,4,15,5,0,0,1,21.3,22.8,24.3,0
941,2021,9,7,Melvin Gordon III (DEN) ,21,80,3.8,14,0,1,2,2,15,7.5,0,0,1,15.5,16.5,17.5,0
2140,2020,13,22,Damien Harris (NE) ,16,80,5,12,0,0,1,1,15,15,0,0,1,9.5,10,10.5,0
1534,2020,2,5,Kareem Hunt (CLE) ,10,86,8.6,33,2,1,2,2,15,7.5,1,0,1,22.1,23.1,24.1,0
1543,2020,2,14,Raheem Mostert (MIA) ,8,92,11.5,80,4,1,2,2,15,7.5,0,0,1,16.7,17.7,18.7,0
787,2021,6,10,Khalil Herbert (CHI) ,19,97,5.1,25,1,1,2,3,15,7.5,0,0,1,17.2,18.2,19.2,0
1537,2020,2,8,James Conner (ARI) ,16,106,6.6,59,4,1,2,2,15,7.5,0,0,1,18.1,19.1,20.1,0
1478,2020,1,15,Derrick Henry (TEN) ,31,116,3.7,13,0,0,3,3,15,5,0,0,1,13.1,14.6,16.1,0
1652,2020,4,2,Dalvin Cook (MIN) ,27,126,4.8,15,0,2,2,2,16,8,0,0,1,26.6,27.6,28.6,0
45,2022,8,3,Tony Pollard (DAL) ,14,125,9.4,54,4,3,1,1,16,16,0,0,1,32.7,33.2,33.7,0
262,2022,4,12,Saquon Barkley (NYG) ,31,110,4.7,29,1,0,2,2,16,8,0,0,1,16.2,17.2,18.2,0
1425,2021,18,11,Alvin Kamara (NO) ,30,110,4.9,27,1,0,2,2,16,8,0,0,1,16.2,17.2,18.2,0
2231,2020,15,1,David Montgomery (CHI) ,32,110,4.6,19,0,2,1,2,16,16,0,0,1,28.2,28.7,29.2,0
596,2021,2,65,Giovani Bernard (TB) ,0,0,0,0,0,0,2,2,16,8,0,0,1,1.6,2.6,3.6,0
928,2021,8,64,Samaje Perine (CIN) ,0,0,0,0,0,0,2,2,16,8,0,0,1,1.6,2.6,3.6,0
765,2021,5,57,Salvon Ahmed (MIA) ,2,5,2.5,4,0,0,2,3,16,8,0,0,1,2.1,3.1,4.1,0
132,2022,7,50,Mark Ingram II (NO) ,4,6,1.5,5,0,0,3,3,16,5.3,0,0,1,2.2,3.7,5.2,0
293,2022,4,53,Sony Michel (LAC) ,6,11,1.8,4,0,0,3,3,16,5.3,0,0,1,2.7,4.2,5.7,0
1491,2020,1,28,Zack Moss (IND) ,9,11,1.2,7,0,0,3,4,16,5.3,1,0,1,8.7,10.2,11.7,0
467,2022,1,55,Raheem Mostert (MIA) ,5,16,3.2,11,0,0,1,1,16,16,0,0,1,3.2,3.7,4.2,0
1675,2020,4,26,Tony Pollard (DAL) ,3,16,5.3,8,0,1,1,2,16,16,0,0,1,9.2,9.7,10.2,0
1080,2021,11,41,David Johnson (FA) ,13,18,1.4,5,0,0,3,4,16,5.3,0,0,1,3.4,4.9,6.4,0
233,2022,5,52,Najee Harris (PIT) ,11,20,1.8,6,0,0,3,4,16,5.3,0,0,1,3.6,5.1,6.6,0
1691,2020,4,45,Darrell Henderson Jr. (LAR) ,8,21,2.6,4,0,0,1,1,16,16,0,0,1,3.7,4.2,4.7,0
1897,2020,8,43,AJ Dillon (GB) ,5,21,4.2,8,0,0,1,1,16,16,0,0,1,3.7,4.2,4.7,0
813,2021,6,40,Devin Singletary (BUF) ,5,27,5.4,14,0,0,5,5,16,3.2,0,0,1,4.3,6.8,9.3,0
323,2022,3,19,Alexander Mattison (MIN) ,7,28,4,9,0,1,1,1,16,16,0,0,1,10.4,10.9,11.4,0
1430,2021,18,20,D'Andre Swift (DET) ,7,30,4.3,14,0,1,4,5,16,4,0,0,1,10.6,12.6,14.6,0
1345,2021,16,40,Tony Pollard (DAL) ,8,34,4.3,9,0,0,2,3,16,8,0,0,1,5,6,7,0
1569,2020,2,48,David Johnson (FA) ,11,34,3.1,9,0,0,2,4,16,8,0,0,1,5,6,7,0
63,2022,8,22,Dameon Pierce (HOU) ,15,35,2.3,16,0,0,3,5,16,5.3,1,0,1,11.1,12.6,14.1,0
1844,2020,7,36,J.D. McKissic (WAS) ,5,35,7,12,0,0,2,2,16,8,0,0,1,5.1,6.1,7.1,0
2330,2020,16,43,Devin Singletary (BUF) ,10,36,3.6,11,0,0,2,2,16,8,0,0,1,5.2,6.2,7.2,0
1131,2021,12,33,David Johnson (FA) ,10,39,3.9,7,0,0,2,3,16,8,0,0,1,5.5,6.5,7.5,0
285,2022,4,42,J.D. McKissic (WAS) ,8,40,5,33,2,0,3,4,16,5.3,0,0,1,5.6,7.1,8.6,0
680,2021,4,24,Darrel Williams (ARI) ,10,42,4.2,10,0,1,2,2,16,8,0,0,1,11.8,12.8,13.8,0
729,2021,5,13,Devontae Booker (FA) ,16,42,2.6,14,0,1,3,4,16,5.3,1,0,1,17.8,19.3,20.8,0
1880,2020,8,20,Myles Gaskin (MIA) ,18,47,2.6,6,0,1,3,6,16,5.3,0,1,1,10.3,11.8,13.3,0
1390,2021,17,31,Duke Johnson Jr. (BUF) ,7,49,7,16,0,0,2,3,16,8,0,0,1,6.5,7.5,8.5,0
1623,2020,3,31,Joe Mixon (CIN) ,17,49,2.9,11,0,0,2,3,16,8,0,0,1,6.5,7.5,8.5,0
2239,2020,15,9,Leonard Fournette (TB) ,14,49,3.5,17,0,2,3,5,16,5.3,0,0,1,18.5,20,21.5,0
666,2021,4,8,James Conner (ARI) ,18,50,2.8,10,0,2,2,2,16,8,0,0,1,18.6,19.6,20.6,0
2250,2020,15,20,Nick Chubb (CLE) ,15,50,3.3,15,0,1,2,2,16,8,0,0,1,12.6,13.6,14.6,0
1066,2021,11,25,Matt Breida (NYG) ,5,51,10.2,28,1,0,1,2,16,16,0,0,1,6.7,7.2,7.7,0
1919,2020,9,7,Jerick McKinnon (KC) ,12,52,4.3,11,0,1,3,4,16,5.3,0,0,1,12.8,14.3,15.8,0
2364,2020,17,18,D'Andre Swift (DET) ,12,54,4.5,13,0,1,3,3,16,5.3,0,0,1,13,14.5,16,0
444,2022,1,30,Josh Jacobs (LV) ,10,57,5.7,18,0,0,1,1,16,16,0,0,1,7.3,7.8,8.3,0
2202,2020,14,29,Wayne Gallman Jr. (KC) ,12,57,4.8,16,0,0,3,4,16,5.3,0,0,1,7.3,8.8,10.3,0
386,2022,2,27,Kareem Hunt (CLE) ,13,58,4.5,13,0,0,2,2,16,8,0,0,1,7.4,8.4,9.4,0
943,2021,9,9,Najee Harris (PIT) ,22,62,2.8,13,0,1,3,3,16,5.3,0,0,1,13.8,15.3,16.8,0
1865,2020,8,3,Giovani Bernard (TB) ,15,62,4.1,12,0,1,3,4,16,5.3,1,0,1,19.8,21.3,22.8,0
1320,2021,16,11,Ronald Jones II (KC) ,20,65,3.3,16,0,1,2,3,16,8,0,0,1,14.1,15.1,16.1,0
1494,2020,1,32,Ronald Jones II (KC) ,17,66,3.9,21,1,0,2,3,16,8,0,0,1,8.2,9.2,10.2,0
67,2022,8,28,Devin Singletary (BUF) ,14,67,4.8,30,2,0,1,2,16,16,0,0,1,8.3,8.8,9.3,0
2198,2020,14,23,James Robinson (NYJ) ,12,67,5.6,47,3,0,4,4,16,4,0,0,1,8.3,10.3,12.3,0
2246,2020,15,16,Devin Singletary (BUF) ,8,68,8.5,51,4,1,3,3,16,5.3,0,0,1,14.4,15.9,17.4,0
366,2022,2,5,Damien Harris (NE) ,15,71,4.7,16,0,1,2,2,16,8,0,0,1,14.7,15.7,16.7,0
377,2022,2,17,Saquon Barkley (NYG) ,21,72,3.4,16,0,0,3,4,16,5.3,0,0,1,8.8,10.3,11.8,0
2019,2020,11,8,Carlos Hyde (FA) ,14,79,5.6,17,0,1,2,3,16,8,0,0,1,15.5,16.5,17.5,0
683,2021,4,27,AJ Dillon (GB) ,15,81,5.4,25,1,0,1,1,16,16,0,0,1,9.7,10.2,10.7,0
838,2021,7,9,Derrick Henry (TEN) ,29,86,3,11,0,0,2,2,16,8,0,0,1,10.2,11.2,12.2,4.2
1879,2020,8,19,David Montgomery (CHI) ,21,89,4.2,38,2,0,2,5,16,8,0,0,1,10.5,11.5,12.5,0
104,2022,7,10,Nick Chubb (CLE) ,16,91,5.7,22,1,1,2,3,16,8,0,0,1,16.7,17.7,18.7,0
4,2022,9,5,Kenyan Drake (BAL) ,24,93,3.9,18,0,2,2,2,16,8,0,0,1,22.9,23.9,24.9,0
1978,2020,10,17,Dalvin Cook (MIN) ,30,96,3.2,14,0,0,4,4,16,4,0,0,1,11.2,13.2,15.2,0
310,2022,3,6,James Robinson (NYJ) ,17,100,5.9,50,5,1,3,3,16,5.3,0,0,1,17.6,19.1,20.6,0
423,2022,1,4,Cordarrelle Patterson (ATL) ,22,120,5.5,15,0,1,3,5,16,5.3,0,0,1,19.6,21.1,22.6,0
550,2021,2,11,Dalvin Cook (MIN) ,22,125,6,16,0,0,2,3,17,8.5,0,0,1,14.8,15.8,16.8,0
2292,2020,16,1,Alvin Kamara (NO) ,22,101,7,40,3,6,3,5,17,5.7,0,0,1,53.2,54.7,56.2,0
1211,2021,14,1,Dalvin Cook (MIN) ,27,51,7.6,30,4,2,1,3,17,17,0,0,1,34.2,34.7,35.2,0
184,2022,6,55,Matt Breida (NYG) ,3,6,-2,1,0,0,2,2,17,8.5,0,0,1,1.1,2.1,3.1,0
707,2021,4,60,Justin Jackson (DET) ,3,4,-1.3,0,0,0,4,4,17,4.3,0,0,1,1.3,3.3,5.3,0
1306,2021,15,63,D'Ernest Johnson (CLE) ,1,2,-2,0,0,0,4,4,17,4.3,0,0,1,1.5,3.5,5.5,0
868,2021,7,51,Jerick McKinnon (KC) ,0,0,0,0,0,0,2,4,17,8.5,0,0,1,1.7,2.7,3.7,0
2057,2020,11,54,Ty Johnson (NYJ) ,0,0,0,0,0,0,4,6,17,4.3,0,0,1,1.7,3.7,5.7,0
593,2021,2,61,Nyheim Hines (BUF) ,1,5,5,5,0,0,1,2,17,17,0,0,1,2.2,2.7,3.2,0
1143,2021,12,51,Devontae Booker (FA) ,3,10,3.3,6,0,0,1,1,17,17,0,0,1,2.7,3.2,3.7,0
587,2021,2,55,Alexander Mattison (MIN) ,3,11,3.7,6,0,0,1,1,17,17,0,0,1,2.8,3.3,3.8,0
1033,2021,10,49,Nyheim Hines (BUF) ,2,12,6,9,0,0,2,4,17,8.5,0,0,1,2.9,3.9,4.9,0
700,2021,4,51,Tevin Coleman (SF) ,4,14,3.5,8,0,0,2,2,17,8.5,0,0,1,3.1,4.1,5.1,0
2384,2020,17,49,Todd Gurley II (FA) ,9,18,2,5,0,0,1,2,17,17,0,0,1,3.5,4,4.5,0
975,2021,9,45,Samaje Perine (CIN) ,5,20,4,9,0,0,2,3,17,8.5,0,0,1,3.7,4.7,5.7,0
920,2021,8,48,James Robinson (NYJ) ,4,22,5.5,14,0,0,1,2,17,17,0,0,1,3.9,4.4,4.9,0
345,2022,3,45,J.K. Dobbins (BAL) ,7,23,3.3,5,0,0,2,2,17,8.5,0,0,1,4,5,6,0
919,2021,8,47,Leonard Fournette (TB) ,8,26,3.3,13,0,0,3,5,17,5.7,0,0,1,4.3,5.8,7.3,0
2109,2020,12,54,Josh Jacobs (LV) ,7,27,3.9,16,0,0,3,3,17,5.7,0,1,1,2.4,3.9,5.4,0
1895,2020,8,41,Devontae Booker (FA) ,5,29,5.8,11,0,0,1,1,17,17,0,0,1,4.6,5.1,5.6,0
1994,2020,10,35,Giovani Bernard (TB) ,8,30,3.8,11,0,0,4,7,17,4.3,0,0,1,4.7,6.7,8.7,0
2096,2020,12,38,Giovani Bernard (TB) ,8,32,4,15,0,0,2,3,17,8.5,0,0,1,4.9,5.9,6.9,0
126,2022,7,37,Melvin Gordon III (DEN) ,11,33,3,7,0,0,2,4,17,8.5,0,0,1,5,6,7,0
2102,2020,12,45,Matt Breida (NYG) ,8,36,4.5,12,0,0,2,2,17,8.5,0,1,1,3.3,4.3,5.3,0
694,2021,4,40,Josh Jacobs (LV) ,13,40,3.1,10,0,0,5,5,17,3.4,0,0,1,5.7,8.2,10.7,0
1786,2020,6,29,Kareem Hunt (CLE) ,13,40,3.1,10,0,0,2,3,17,8.5,0,0,1,5.7,6.7,7.7,0
1892,2020,8,37,Malcolm Brown (LAR) ,10,40,4,11,0,0,2,2,17,8.5,0,0,1,5.7,6.7,7.7,0
1825,2020,7,14,Clyde Edwards-Helaire (KC) ,8,46,5.8,27,1,1,1,4,17,17,0,0,1,12.3,12.8,13.3,0
568,2021,2,32,James Robinson (NYJ) ,11,47,4.3,12,0,0,3,3,17,5.7,0,0,1,6.4,7.9,9.4,0
1721,2020,5,16,Jonathan Taylor (IND) ,12,57,4.8,10,0,1,2,3,17,8.5,0,0,1,13.4,14.4,15.4,0
2199,2020,14,25,Nyheim Hines (BUF) ,7,58,8.3,31,2,0,4,4,17,4.3,0,0,1,7.5,9.5,11.5,0
217,2022,5,32,Aaron Jones (GB) ,13,63,4.8,11,0,0,2,3,17,8.5,0,0,1,8,9,10,0
964,2021,9,32,David Montgomery (CHI) ,13,63,4.8,21,1,0,2,2,17,8.5,0,0,1,8,9,10,0
1379,2021,17,18,Josh Jacobs (LV) ,16,63,3.9,9,0,1,4,4,17,4.3,0,0,1,14,16,18,0
